Lon,Lat,Speciesrichness
-13.5,-18.09588,83
-13.5,-17.04687,79
-13.5,-16.00372,67
-13.5,-14.96599,39
-13.5,-13.93326,51
-13.5,-12.90513,41
-13.5,-11.88122,43
-13.5,-10.86114,39
-13.5,-9.84453,42
-13.5,-8.83105,46
-13.5,-7.82034,293
-13.5,-6.81208,298
-13.5,-5.80593,42
-13.5,-4.80158,38
-13.5,-3.79871,72
-13.5,-2.797,65
-13.5,-1.79614,39
-13.5,-0.79584,43
-13.5,0.20423,89
-13.5,1.20435,70
-13.5,2.20485,52
-13.5,3.20602,49
-13.5,4.20816,48
-13.5,5.2116,52
-13.5,6.21665,60
-13.5,7.22362,458
-13.5,8.23284,455
-13.5,9.24464,NaN
-13.5,10.25936,NaN
-13.5,11.27734,NaN
-13.5,12.29894,NaN
-13.5,13.32453,NaN
-13.5,14.35449,NaN
-13.5,15.38921,NaN
-13.5,16.4291,NaN
-13.5,17.47459,NaN
-13.5,18.52613,NaN
-13.5,19.58417,NaN
-13.5,20.64921,NaN
-13.5,21.72177,NaN
-13.5,22.80239,NaN
-13.5,23.89166,NaN
-13.5,24.99018,NaN
-13.5,26.09861,NaN
-13.5,27.21765,NaN
-13.5,28.34806,452
-13.5,29.49063,396
-13.5,30.64625,133
-13.5,31.81585,80
-13.5,33.00047,87
-13.5,34.20122,61
-13.5,35.41933,71
-13.5,36.65617,93
-13.5,37.91321,45
-13.5,39.19213,101
-13.5,40.49479,40
-13.5,41.82327,40
-13.5,43.17993,105
-13.5,44.56747,107
-13.5,45.98897,98
-13.5,47.448,120
-13.5,48.94875,98
-13.5,50.49615,97
-13.5,52.09608,98
-13.5,53.75572,224
-13.5,55.48388,89
-13.5,57.29166,278
-13.5,59.19334,89
-13.5,61.20787,110
-13.5,63.36129,244
-13.5,65.69124,237
-13.5,68.25572,34
-13.5,71.15352,58
-13.5,74.58264,96
-13.5,79.11166,151
-12.5,-77.04822,NaN
-12.5,-73.09689,NaN
-12.5,-69.92046,111
-12.5,-67.17492,40
-12.5,-64.71517,24
-12.5,-62.46289,26
-12.5,-60.36995,29
-12.5,-58.40418,27
-12.5,-56.54284,23
-12.5,-54.7691,39
-12.5,-53.07012,28
-12.5,-51.43583,28
-12.5,-49.85814,25
-12.5,-48.33045,112
-12.5,-46.84729,27
-12.5,-45.40405,27
-12.5,-43.99682,26
-12.5,-42.62225,27
-12.5,-41.2774,75
-12.5,-39.95974,28
-12.5,-38.66701,41
-12.5,-37.39724,146
-12.5,-36.14864,73
-12.5,-34.91962,31
-12.5,-33.70876,32
-12.5,-32.51474,31
-12.5,-31.33638,31
-12.5,-30.17261,31
-12.5,-29.02243,33
-12.5,-27.88493,32
-12.5,-26.75926,33
-12.5,-25.64464,59
-12.5,-24.54034,79
-12.5,-23.44568,36
-12.5,-22.36001,37
-12.5,-21.28275,38
-12.5,-20.21333,70
-12.5,-19.1512,55
-12.5,-18.09588,37
-12.5,-17.04687,39
-12.5,-16.00372,50
-12.5,-14.96599,38
-12.5,-13.93326,38
-12.5,-12.90513,38
-12.5,-11.88122,41
-12.5,-10.86114,56
-12.5,-9.84453,82
-12.5,-8.83105,41
-12.5,-7.82034,44
-12.5,-6.81208,41
-12.5,-5.80593,41
-12.5,-4.80158,183
-12.5,-3.79871,270
-12.5,-2.797,60
-12.5,-1.79614,103
-12.5,-0.79584,43
-12.5,0.20423,48
-12.5,1.20435,88
-12.5,2.20485,55
-12.5,3.20602,58
-12.5,4.20816,60
-12.5,5.2116,50
-12.5,6.21665,400
-12.5,7.22362,NaN
-12.5,8.23284,NaN
-12.5,9.24464,NaN
-12.5,10.25936,NaN
-12.5,11.27734,NaN
-12.5,12.29894,NaN
-12.5,13.32453,NaN
-12.5,14.35449,NaN
-12.5,15.38921,NaN
-12.5,16.4291,NaN
-12.5,17.47459,NaN
-12.5,18.52613,NaN
-12.5,19.58417,NaN
-12.5,20.64921,NaN
-12.5,21.72177,NaN
-12.5,22.80239,NaN
-12.5,23.89166,NaN
-12.5,24.99018,NaN
-12.5,26.09861,NaN
-12.5,27.21765,NaN
-12.5,28.34806,145
-12.5,29.49063,281
-12.5,30.64625,124
-12.5,31.81585,57
-12.5,33.00047,77
-12.5,34.20122,48
-12.5,35.41933,78
-12.5,36.65617,54
-12.5,37.91321,51
-12.5,39.19213,132
-12.5,40.49479,165
-12.5,41.82327,126
-12.5,43.17993,150
-12.5,44.56747,153
-12.5,45.98897,105
-12.5,47.448,175
-12.5,48.94875,142
-12.5,50.49615,139
-12.5,52.09608,424
-12.5,53.75572,281
-12.5,55.48388,129
-12.5,57.29166,154
-12.5,59.19334,121
-12.5,61.20787,187
-12.5,63.36129,122
-12.5,65.69124,134
-12.5,68.25572,78
-12.5,71.15352,82
-12.5,74.58264,81
-12.5,79.11166,71
-11.5,-77.04822,NaN
-11.5,-73.09689,NaN
-11.5,-69.92046,109
-11.5,-67.17492,18
-11.5,-64.71517,20
-11.5,-62.46289,22
-11.5,-60.36995,26
-11.5,-58.40418,48
-11.5,-56.54284,24
-11.5,-54.7691,23
-11.5,-53.07012,22
-11.5,-51.43583,23
-11.5,-49.85814,24
-11.5,-48.33045,109
-11.5,-46.84729,27
-11.5,-45.40405,27
-11.5,-43.99682,26
-11.5,-42.62225,27
-11.5,-41.2774,30
-11.5,-39.95974,57
-11.5,-38.66701,32
-11.5,-37.39724,48
-11.5,-36.14864,72
-11.5,-34.91962,32
-11.5,-33.70876,33
-11.5,-32.51474,31
-11.5,-31.33638,32
-11.5,-30.17261,36
-11.5,-29.02243,32
-11.5,-27.88493,31
-11.5,-26.75926,32
-11.5,-25.64464,111
-11.5,-24.54034,36
-11.5,-23.44568,37
-11.5,-22.36001,38
-11.5,-21.28275,37
-11.5,-20.21333,39
-11.5,-19.1512,61
-11.5,-18.09588,37
-11.5,-17.04687,39
-11.5,-16.00372,78
-11.5,-14.96599,38
-11.5,-13.93326,39
-11.5,-12.90513,37
-11.5,-11.88122,38
-11.5,-10.86114,47
-11.5,-9.84453,39
-11.5,-8.83105,78
-11.5,-7.82034,65
-11.5,-6.81208,40
-11.5,-5.80593,87
-11.5,-4.80158,38
-11.5,-3.79871,38
-11.5,-2.797,53
-11.5,-1.79614,112
-11.5,-0.79584,78
-11.5,0.20423,75
-11.5,1.20435,77
-11.5,2.20485,152
-11.5,3.20602,86
-11.5,4.20816,84
-11.5,5.2116,326
-11.5,6.21665,450
-11.5,7.22362,NaN
-11.5,8.23284,NaN
-11.5,9.24464,NaN
-11.5,10.25936,NaN
-11.5,11.27734,NaN
-11.5,12.29894,NaN
-11.5,13.32453,NaN
-11.5,14.35449,NaN
-11.5,15.38921,NaN
-11.5,16.4291,NaN
-11.5,17.47459,NaN
-11.5,18.52613,NaN
-11.5,19.58417,NaN
-11.5,20.64921,NaN
-11.5,21.72177,NaN
-11.5,22.80239,NaN
-11.5,23.89166,NaN
-11.5,24.99018,NaN
-11.5,26.09861,NaN
-11.5,27.21765,NaN
-11.5,28.34806,NaN
-11.5,29.49063,217
-11.5,30.64625,131
-11.5,31.81585,126
-11.5,33.00047,57
-11.5,34.20122,59
-11.5,35.41933,101
-11.5,36.65617,203
-11.5,37.91321,62
-11.5,39.19213,64
-11.5,40.49479,157
-11.5,41.82327,72
-11.5,43.17993,80
-11.5,44.56747,79
-11.5,45.98897,89
-11.5,47.448,128
-11.5,48.94875,135
-11.5,50.49615,138
-11.5,52.09608,512
-11.5,53.75572,262
-11.5,55.48388,224
-11.5,57.29166,117
-11.5,59.19334,147
-11.5,61.20787,151
-11.5,63.36129,179
-11.5,65.69124,147
-11.5,68.25572,33
-11.5,71.15352,44
-11.5,74.58264,67
-11.5,79.11166,69
-10.5,-77.04822,NaN
-10.5,-73.09689,NaN
-10.5,-69.92046,107
-10.5,-67.17492,21
-10.5,-64.71517,20
-10.5,-62.46289,24
-10.5,-60.36995,25
-10.5,-58.40418,25
-10.5,-56.54284,25
-10.5,-54.7691,21
-10.5,-53.07012,21
-10.5,-51.43583,23
-10.5,-49.85814,24
-10.5,-48.33045,24
-10.5,-46.84729,37
-10.5,-45.40405,27
-10.5,-43.99682,26
-10.5,-42.62225,28
-10.5,-41.2774,63
-10.5,-39.95974,56
-10.5,-38.66701,31
-10.5,-37.39724,67
-10.5,-36.14864,36
-10.5,-34.91962,46
-10.5,-33.70876,33
-10.5,-32.51474,36
-10.5,-31.33638,33
-10.5,-30.17261,32
-10.5,-29.02243,32
-10.5,-27.88493,55
-10.5,-26.75926,55
-10.5,-25.64464,65
-10.5,-24.54034,37
-10.5,-23.44568,37
-10.5,-22.36001,37
-10.5,-21.28275,37
-10.5,-20.21333,39
-10.5,-19.1512,74
-10.5,-18.09588,37
-10.5,-17.04687,37
-10.5,-16.00372,76
-10.5,-14.96599,38
-10.5,-13.93326,38
-10.5,-12.90513,37
-10.5,-11.88122,36
-10.5,-10.86114,36
-10.5,-9.84453,37
-10.5,-8.83105,63
-10.5,-7.82034,38
-10.5,-6.81208,40
-10.5,-5.80593,67
-10.5,-4.80158,83
-10.5,-3.79871,38
-10.5,-2.797,38
-10.5,-1.79614,49
-10.5,-0.79584,76
-10.5,0.20423,66
-10.5,1.20435,85
-10.5,2.20485,49
-10.5,3.20602,54
-10.5,4.20816,249
-10.5,5.2116,331
-10.5,6.21665,NaN
-10.5,7.22362,NaN
-10.5,8.23284,NaN
-10.5,9.24464,NaN
-10.5,10.25936,NaN
-10.5,11.27734,NaN
-10.5,12.29894,NaN
-10.5,13.32453,NaN
-10.5,14.35449,NaN
-10.5,15.38921,NaN
-10.5,16.4291,NaN
-10.5,17.47459,NaN
-10.5,18.52613,NaN
-10.5,19.58417,NaN
-10.5,20.64921,NaN
-10.5,21.72177,NaN
-10.5,22.80239,NaN
-10.5,23.89166,NaN
-10.5,24.99018,NaN
-10.5,26.09861,NaN
-10.5,27.21765,NaN
-10.5,28.34806,NaN
-10.5,29.49063,224
-10.5,30.64625,247
-10.5,31.81585,207
-10.5,33.00047,101
-10.5,34.20122,76
-10.5,35.41933,76
-10.5,36.65617,64
-10.5,37.91321,279
-10.5,39.19213,313
-10.5,40.49479,180
-10.5,41.82327,294
-10.5,43.17993,212
-10.5,44.56747,82
-10.5,45.98897,71
-10.5,47.448,68
-10.5,48.94875,529
-10.5,50.49615,361
-10.5,52.09608,NaN
-10.5,53.75572,327
-10.5,55.48388,332
-10.5,57.29166,340
-10.5,59.19334,54
-10.5,61.20787,45
-10.5,63.36129,37
-10.5,65.69124,109
-10.5,68.25572,37
-10.5,71.15352,76
-10.5,74.58264,88
-10.5,79.11166,67
-9.5,-77.04822,NaN
-9.5,-73.09689,NaN
-9.5,-69.92046,105
-9.5,-67.17492,19
-9.5,-64.71517,21
-9.5,-62.46289,23
-9.5,-60.36995,24
-9.5,-58.40418,26
-9.5,-56.54284,24
-9.5,-54.7691,21
-9.5,-53.07012,22
-9.5,-51.43583,32
-9.5,-49.85814,24
-9.5,-48.33045,25
-9.5,-46.84729,32
-9.5,-45.40405,26
-9.5,-43.99682,26
-9.5,-42.62225,27
-9.5,-41.2774,67
-9.5,-39.95974,74
-9.5,-38.66701,31
-9.5,-37.39724,45
-9.5,-36.14864,35
-9.5,-34.91962,30
-9.5,-33.70876,32
-9.5,-32.51474,30
-9.5,-31.33638,31
-9.5,-30.17261,32
-9.5,-29.02243,31
-9.5,-27.88493,33
-9.5,-26.75926,54
-9.5,-25.64464,35
-9.5,-24.54034,37
-9.5,-23.44568,37
-9.5,-22.36001,37
-9.5,-21.28275,37
-9.5,-20.21333,37
-9.5,-19.1512,56
-9.5,-18.09588,37
-9.5,-17.04687,37
-9.5,-16.00372,81
-9.5,-14.96599,53
-9.5,-13.93326,38
-9.5,-12.90513,91
-9.5,-11.88122,36
-9.5,-10.86114,36
-9.5,-9.84453,36
-9.5,-8.83105,36
-9.5,-7.82034,36
-9.5,-6.81208,37
-9.5,-5.80593,38
-9.5,-4.80158,40
-9.5,-3.79871,38
-9.5,-2.797,61
-9.5,-1.79614,80
-9.5,-0.79584,73
-9.5,0.20423,141
-9.5,1.20435,80
-9.5,2.20485,51
-9.5,3.20602,57
-9.5,4.20816,212
-9.5,5.2116,454
-9.5,6.21665,NaN
-9.5,7.22362,NaN
-9.5,8.23284,NaN
-9.5,9.24464,NaN
-9.5,10.25936,NaN
-9.5,11.27734,NaN
-9.5,12.29894,NaN
-9.5,13.32453,NaN
-9.5,14.35449,NaN
-9.5,15.38921,NaN
-9.5,16.4291,NaN
-9.5,17.47459,NaN
-9.5,18.52613,NaN
-9.5,19.58417,NaN
-9.5,20.64921,NaN
-9.5,21.72177,NaN
-9.5,22.80239,NaN
-9.5,23.89166,NaN
-9.5,24.99018,NaN
-9.5,26.09861,NaN
-9.5,27.21765,NaN
-9.5,28.34806,NaN
-9.5,29.49063,NaN
-9.5,30.64625,NaN
-9.5,31.81585,NaN
-9.5,33.00047,237
-9.5,34.20122,186
-9.5,35.41933,76
-9.5,36.65617,291
-9.5,37.91321,362
-9.5,39.19213,NaN
-9.5,40.49479,584
-9.5,41.82327,497
-9.5,43.17993,515
-9.5,44.56747,159
-9.5,45.98897,74
-9.5,47.448,70
-9.5,48.94875,422
-9.5,50.49615,399
-9.5,52.09608,NaN
-9.5,53.75572,NaN
-9.5,55.48388,326
-9.5,57.29166,371
-9.5,59.19334,284
-9.5,61.20787,238
-9.5,63.36129,160
-9.5,65.69124,86
-9.5,68.25572,31
-9.5,71.15352,37
-9.5,74.58264,14
-9.5,79.11166,114
-8.5,-77.04822,NaN
-8.5,-73.09689,NaN
-8.5,-69.92046,128
-8.5,-67.17492,17
-8.5,-64.71517,20
-8.5,-62.46289,24
-8.5,-60.36995,24
-8.5,-58.40418,27
-8.5,-56.54284,23
-8.5,-54.7691,21
-8.5,-53.07012,22
-8.5,-51.43583,24
-8.5,-49.85814,71
-8.5,-48.33045,24
-8.5,-46.84729,27
-8.5,-45.40405,26
-8.5,-43.99682,28
-8.5,-42.62225,29
-8.5,-41.2774,73
-8.5,-39.95974,77
-8.5,-38.66701,31
-8.5,-37.39724,43
-8.5,-36.14864,70
-8.5,-34.91962,38
-8.5,-33.70876,36
-8.5,-32.51474,46
-8.5,-31.33638,31
-8.5,-30.17261,49
-8.5,-29.02243,57
-8.5,-27.88493,34
-8.5,-26.75926,32
-8.5,-25.64464,35
-8.5,-24.54034,36
-8.5,-23.44568,49
-8.5,-22.36001,37
-8.5,-21.28275,64
-8.5,-20.21333,37
-8.5,-19.1512,37
-8.5,-18.09588,37
-8.5,-17.04687,38
-8.5,-16.00372,38
-8.5,-14.96599,39
-8.5,-13.93326,39
-8.5,-12.90513,40
-8.5,-11.88122,36
-8.5,-10.86114,37
-8.5,-9.84453,37
-8.5,-8.83105,36
-8.5,-7.82034,57
-8.5,-6.81208,39
-8.5,-5.80593,72
-8.5,-4.80158,39
-8.5,-3.79871,43
-8.5,-2.797,114
-8.5,-1.79614,43
-8.5,-0.79584,47
-8.5,0.20423,120
-8.5,1.20435,54
-8.5,2.20485,54
-8.5,3.20602,283
-8.5,4.20816,461
-8.5,5.2116,NaN
-8.5,6.21665,NaN
-8.5,7.22362,NaN
-8.5,8.23284,NaN
-8.5,9.24464,NaN
-8.5,10.25936,NaN
-8.5,11.27734,NaN
-8.5,12.29894,NaN
-8.5,13.32453,NaN
-8.5,14.35449,NaN
-8.5,15.38921,NaN
-8.5,16.4291,NaN
-8.5,17.47459,NaN
-8.5,18.52613,NaN
-8.5,19.58417,NaN
-8.5,20.64921,NaN
-8.5,21.72177,NaN
-8.5,22.80239,NaN
-8.5,23.89166,NaN
-8.5,24.99018,NaN
-8.5,26.09861,NaN
-8.5,27.21765,NaN
-8.5,28.34806,NaN
-8.5,29.49063,NaN
-8.5,30.64625,NaN
-8.5,31.81585,NaN
-8.5,33.00047,NaN
-8.5,34.20122,274
-8.5,35.41933,180
-8.5,36.65617,332
-8.5,37.91321,NaN
-8.5,39.19213,NaN
-8.5,40.49479,NaN
-8.5,41.82327,NaN
-8.5,43.17993,NaN
-8.5,44.56747,312
-8.5,45.98897,62
-8.5,47.448,59
-8.5,48.94875,329
-8.5,50.49615,287
-8.5,52.09608,NaN
-8.5,53.75572,NaN
-8.5,55.48388,469
-8.5,57.29166,686
-8.5,59.19334,317
-8.5,61.20787,180
-8.5,63.36129,148
-8.5,65.69124,21
-8.5,68.25572,18
-8.5,71.15352,NaN
-8.5,74.58264,21
-8.5,79.11166,162
-7.5,-77.04822,NaN
-7.5,-73.09689,NaN
-7.5,-69.92046,151
-7.5,-67.17492,34
-7.5,-64.71517,26
-7.5,-62.46289,22
-7.5,-60.36995,25
-7.5,-58.40418,27
-7.5,-56.54284,24
-7.5,-54.7691,20
-7.5,-53.07012,22
-7.5,-51.43583,70
-7.5,-49.85814,26
-7.5,-48.33045,25
-7.5,-46.84729,27
-7.5,-45.40405,27
-7.5,-43.99682,27
-7.5,-42.62225,29
-7.5,-41.2774,30
-7.5,-39.95974,43
-7.5,-38.66701,31
-7.5,-37.39724,43
-7.5,-36.14864,51
-7.5,-34.91962,34
-7.5,-33.70876,37
-7.5,-32.51474,35
-7.5,-31.33638,31
-7.5,-30.17261,33
-7.5,-29.02243,31
-7.5,-27.88493,33
-7.5,-26.75926,33
-7.5,-25.64464,34
-7.5,-24.54034,38
-7.5,-23.44568,37
-7.5,-22.36001,37
-7.5,-21.28275,37
-7.5,-20.21333,92
-7.5,-19.1512,98
-7.5,-18.09588,38
-7.5,-17.04687,40
-7.5,-16.00372,41
-7.5,-14.96599,40
-7.5,-13.93326,38
-7.5,-12.90513,36
-7.5,-11.88122,38
-7.5,-10.86114,36
-7.5,-9.84453,36
-7.5,-8.83105,36
-7.5,-7.82034,36
-7.5,-6.81208,37
-7.5,-5.80593,52
-7.5,-4.80158,38
-7.5,-3.79871,149
-7.5,-2.797,39
-7.5,-1.79614,43
-7.5,-0.79584,41
-7.5,0.20423,62
-7.5,1.20435,57
-7.5,2.20485,57
-7.5,3.20602,298
-7.5,4.20816,NaN
-7.5,5.2116,NaN
-7.5,6.21665,NaN
-7.5,7.22362,NaN
-7.5,8.23284,NaN
-7.5,9.24464,NaN
-7.5,10.25936,NaN
-7.5,11.27734,NaN
-7.5,12.29894,NaN
-7.5,13.32453,NaN
-7.5,14.35449,NaN
-7.5,15.38921,NaN
-7.5,16.4291,NaN
-7.5,17.47459,NaN
-7.5,18.52613,NaN
-7.5,19.58417,NaN
-7.5,20.64921,NaN
-7.5,21.72177,NaN
-7.5,22.80239,NaN
-7.5,23.89166,NaN
-7.5,24.99018,NaN
-7.5,26.09861,NaN
-7.5,27.21765,NaN
-7.5,28.34806,NaN
-7.5,29.49063,NaN
-7.5,30.64625,NaN
-7.5,31.81585,NaN
-7.5,33.00047,NaN
-7.5,34.20122,272
-7.5,35.41933,292
-7.5,36.65617,367
-7.5,37.91321,NaN
-7.5,39.19213,NaN
-7.5,40.49479,NaN
-7.5,41.82327,NaN
-7.5,43.17993,NaN
-7.5,44.56747,217
-7.5,45.98897,77
-7.5,47.448,78
-7.5,48.94875,452
-7.5,50.49615,302
-7.5,52.09608,NaN
-7.5,53.75572,NaN
-7.5,55.48388,NaN
-7.5,57.29166,NaN
-7.5,59.19334,484
-7.5,61.20787,356
-7.5,63.36129,164
-7.5,65.69124,30
-7.5,68.25572,52
-7.5,71.15352,55
-7.5,74.58264,52
-7.5,79.11166,147
-6.5,-77.04822,NaN
-6.5,-73.09689,NaN
-6.5,-69.92046,146
-6.5,-67.17492,24
-6.5,-64.71517,21
-6.5,-62.46289,22
-6.5,-60.36995,49
-6.5,-58.40418,61
-6.5,-56.54284,65
-6.5,-54.7691,72
-6.5,-53.07012,47
-6.5,-51.43583,63
-6.5,-49.85814,78
-6.5,-48.33045,15
-6.5,-46.84729,66
-6.5,-45.40405,26
-6.5,-43.99682,36
-6.5,-42.62225,37
-6.5,-41.2774,28
-6.5,-39.95974,88
-6.5,-38.66701,30
-6.5,-37.39724,48
-6.5,-36.14864,49
-6.5,-34.91962,56
-6.5,-33.70876,32
-6.5,-32.51474,32
-6.5,-31.33638,32
-6.5,-30.17261,34
-6.5,-29.02243,33
-6.5,-27.88493,35
-6.5,-26.75926,32
-6.5,-25.64464,35
-6.5,-24.54034,36
-6.5,-23.44568,36
-6.5,-22.36001,37
-6.5,-21.28275,36
-6.5,-20.21333,41
-6.5,-19.1512,38
-6.5,-18.09588,37
-6.5,-17.04687,61
-6.5,-16.00372,236
-6.5,-14.96599,242
-6.5,-13.93326,41
-6.5,-12.90513,252
-6.5,-11.88122,37
-6.5,-10.86114,36
-6.5,-9.84453,36
-6.5,-8.83105,36
-6.5,-7.82034,36
-6.5,-6.81208,37
-6.5,-5.80593,53
-6.5,-4.80158,41
-6.5,-3.79871,130
-6.5,-2.797,37
-6.5,-1.79614,37
-6.5,-0.79584,47
-6.5,0.20423,138
-6.5,1.20435,54
-6.5,2.20485,58
-6.5,3.20602,309
-6.5,4.20816,368
-6.5,5.2116,NaN
-6.5,6.21665,NaN
-6.5,7.22362,NaN
-6.5,8.23284,NaN
-6.5,9.24464,NaN
-6.5,10.25936,NaN
-6.5,11.27734,NaN
-6.5,12.29894,NaN
-6.5,13.32453,NaN
-6.5,14.35449,NaN
-6.5,15.38921,NaN
-6.5,16.4291,NaN
-6.5,17.47459,NaN
-6.5,18.52613,NaN
-6.5,19.58417,NaN
-6.5,20.64921,NaN
-6.5,21.72177,NaN
-6.5,22.80239,NaN
-6.5,23.89166,NaN
-6.5,24.99018,NaN
-6.5,26.09861,NaN
-6.5,27.21765,NaN
-6.5,28.34806,NaN
-6.5,29.49063,NaN
-6.5,30.64625,NaN
-6.5,31.81585,NaN
-6.5,33.00047,NaN
-6.5,34.20122,NaN
-6.5,35.41933,329
-6.5,36.65617,NaN
-6.5,37.91321,NaN
-6.5,39.19213,NaN
-6.5,40.49479,NaN
-6.5,41.82327,NaN
-6.5,43.17993,NaN
-6.5,44.56747,128
-6.5,45.98897,68
-6.5,47.448,341
-6.5,48.94875,512
-6.5,50.49615,415
-6.5,52.09608,443
-6.5,53.75572,NaN
-6.5,55.48388,538
-6.5,57.29166,NaN
-6.5,59.19334,506
-6.5,61.20787,509
-6.5,63.36129,201
-6.5,65.69124,26
-6.5,68.25572,24
-6.5,71.15352,59
-6.5,74.58264,43
-6.5,79.11166,11
-5.5,-77.04822,NaN
-5.5,-73.09689,NaN
-5.5,-69.92046,143
-5.5,-67.17492,72
-5.5,-64.71517,27
-5.5,-62.46289,33
-5.5,-60.36995,40
-5.5,-58.40418,61
-5.5,-56.54284,42
-5.5,-54.7691,37
-5.5,-53.07012,59
-5.5,-51.43583,40
-5.5,-49.85814,63
-5.5,-48.33045,65
-5.5,-46.84729,38
-5.5,-45.40405,27
-5.5,-43.99682,26
-5.5,-42.62225,28
-5.5,-41.2774,27
-5.5,-39.95974,30
-5.5,-38.66701,29
-5.5,-37.39724,31
-5.5,-36.14864,41
-5.5,-34.91962,34
-5.5,-33.70876,37
-5.5,-32.51474,32
-5.5,-31.33638,31
-5.5,-30.17261,36
-5.5,-29.02243,34
-5.5,-27.88493,32
-5.5,-26.75926,32
-5.5,-25.64464,57
-5.5,-24.54034,36
-5.5,-23.44568,36
-5.5,-22.36001,37
-5.5,-21.28275,36
-5.5,-20.21333,35
-5.5,-19.1512,36
-5.5,-18.09588,39
-5.5,-17.04687,74
-5.5,-16.00372,236
-5.5,-14.96599,242
-5.5,-13.93326,42
-5.5,-12.90513,39
-5.5,-11.88122,63
-5.5,-10.86114,37
-5.5,-9.84453,40
-5.5,-8.83105,41
-5.5,-7.82034,37
-5.5,-6.81208,37
-5.5,-5.80593,38
-5.5,-4.80158,37
-5.5,-3.79871,37
-5.5,-2.797,41
-5.5,-1.79614,38
-5.5,-0.79584,40
-5.5,0.20423,116
-5.5,1.20435,47
-5.5,2.20485,72
-5.5,3.20602,65
-5.5,4.20816,324
-5.5,5.2116,NaN
-5.5,6.21665,NaN
-5.5,7.22362,NaN
-5.5,8.23284,NaN
-5.5,9.24464,NaN
-5.5,10.25936,NaN
-5.5,11.27734,NaN
-5.5,12.29894,NaN
-5.5,13.32453,NaN
-5.5,14.35449,NaN
-5.5,15.38921,NaN
-5.5,16.4291,NaN
-5.5,17.47459,NaN
-5.5,18.52613,NaN
-5.5,19.58417,NaN
-5.5,20.64921,NaN
-5.5,21.72177,NaN
-5.5,22.80239,NaN
-5.5,23.89166,NaN
-5.5,24.99018,NaN
-5.5,26.09861,NaN
-5.5,27.21765,NaN
-5.5,28.34806,NaN
-5.5,29.49063,NaN
-5.5,30.64625,NaN
-5.5,31.81585,NaN
-5.5,33.00047,NaN
-5.5,34.20122,NaN
-5.5,35.41933,NaN
-5.5,36.65617,NaN
-5.5,37.91321,NaN
-5.5,39.19213,NaN
-5.5,40.49479,NaN
-5.5,41.82327,NaN
-5.5,43.17993,NaN
-5.5,44.56747,226
-5.5,45.98897,59
-5.5,47.448,384
-5.5,48.94875,541
-5.5,50.49615,489
-5.5,52.09608,503
-5.5,53.75572,535
-5.5,55.48388,NaN
-5.5,57.29166,NaN
-5.5,59.19334,517
-5.5,61.20787,280
-5.5,63.36129,137
-5.5,65.69124,66
-5.5,68.25572,61
-5.5,71.15352,96
-5.5,74.58264,53
-5.5,79.11166,9
-4.5,-77.04822,NaN
-4.5,-73.09689,NaN
-4.5,-69.92046,26
-4.5,-67.17492,27
-4.5,-64.71517,24
-4.5,-62.46289,27
-4.5,-60.36995,33
-4.5,-58.40418,26
-4.5,-56.54284,24
-4.5,-54.7691,20
-4.5,-53.07012,13
-4.5,-51.43583,24
-4.5,-49.85814,24
-4.5,-48.33045,29
-4.5,-46.84729,28
-4.5,-45.40405,27
-4.5,-43.99682,27
-4.5,-42.62225,38
-4.5,-41.2774,27
-4.5,-39.95974,30
-4.5,-38.66701,29
-4.5,-37.39724,31
-4.5,-36.14864,35
-4.5,-34.91962,57
-4.5,-33.70876,36
-4.5,-32.51474,33
-4.5,-31.33638,32
-4.5,-30.17261,36
-4.5,-29.02243,33
-4.5,-27.88493,33
-4.5,-26.75926,32
-4.5,-25.64464,34
-4.5,-24.54034,45
-4.5,-23.44568,37
-4.5,-22.36001,37
-4.5,-21.28275,36
-4.5,-20.21333,36
-4.5,-19.1512,42
-4.5,-18.09588,56
-4.5,-17.04687,41
-4.5,-16.00372,238
-4.5,-14.96599,42
-4.5,-13.93326,40
-4.5,-12.90513,43
-4.5,-11.88122,42
-4.5,-10.86114,37
-4.5,-9.84453,37
-4.5,-8.83105,36
-4.5,-7.82034,37
-4.5,-6.81208,37
-4.5,-5.80593,38
-4.5,-4.80158,37
-4.5,-3.79871,37
-4.5,-2.797,38
-4.5,-1.79614,41
-4.5,-0.79584,41
-4.5,0.20423,90
-4.5,1.20435,89
-4.5,2.20485,89
-4.5,3.20602,89
-4.5,4.20816,283
-4.5,5.2116,NaN
-4.5,6.21665,NaN
-4.5,7.22362,NaN
-4.5,8.23284,NaN
-4.5,9.24464,NaN
-4.5,10.25936,NaN
-4.5,11.27734,NaN
-4.5,12.29894,NaN
-4.5,13.32453,NaN
-4.5,14.35449,NaN
-4.5,15.38921,NaN
-4.5,16.4291,NaN
-4.5,17.47459,NaN
-4.5,18.52613,NaN
-4.5,19.58417,NaN
-4.5,20.64921,NaN
-4.5,21.72177,NaN
-4.5,22.80239,NaN
-4.5,23.89166,NaN
-4.5,24.99018,NaN
-4.5,26.09861,NaN
-4.5,27.21765,NaN
-4.5,28.34806,NaN
-4.5,29.49063,NaN
-4.5,30.64625,NaN
-4.5,31.81585,NaN
-4.5,33.00047,NaN
-4.5,34.20122,NaN
-4.5,35.41933,389
-4.5,36.65617,NaN
-4.5,37.91321,NaN
-4.5,39.19213,NaN
