Lon,Lat,Speciesrichness
-179.5,-77.04822,8
-179.5,-73.09689,9
-179.5,-69.92046,24
-179.5,-67.17492,13
-179.5,-64.71517,26
-179.5,-62.46289,20
-179.5,-60.36995,22
-179.5,-58.40418,22
-179.5,-56.54284,21
-179.5,-54.7691,21
-179.5,-53.07012,21
-179.5,-51.43583,26
-179.5,-49.85814,NaN
-179.5,-48.33045,178
-179.5,-46.84729,98
-179.5,-45.40405,19
-179.5,-43.99682,21
-179.5,-42.62225,24
-179.5,-41.2774,42
-179.5,-39.95974,52
-179.5,-38.66701,75
-179.5,-37.39724,32
-179.5,-36.14864,56
-179.5,-34.91962,46
-179.5,-33.70876,52
-179.5,-32.51474,84
-179.5,-31.33638,82
-179.5,-30.17261,94
-179.5,-29.02243,45
-179.5,-27.88493,50
-179.5,-26.75926,47
-179.5,-25.64464,55
-179.5,-24.54034,40
-179.5,-23.44568,70
-179.5,-22.36001,87
-179.5,-21.28275,646
-179.5,-20.21333,713
-179.5,-19.1512,843
-179.5,-18.09588,721
-179.5,-17.04687,776
-179.5,-16.00372,743
-179.5,-14.96599,711
-179.5,-13.93326,688
-179.5,-12.90513,665
-179.5,-11.88122,642
-179.5,-10.86114,620
-179.5,-9.84453,87
-179.5,-8.83105,575
-179.5,-7.82034,43
-179.5,-6.81208,42
-179.5,-5.80593,41
-179.5,-4.80158,41
-179.5,-3.79871,40
-179.5,-2.797,39
-179.5,-1.79614,62
-179.5,-0.79584,39
-179.5,0.20423,40
-179.5,1.20435,60
-179.5,2.20485,39
-179.5,3.20602,43
-179.5,4.20816,40
-179.5,5.2116,39
-179.5,6.21665,39
-179.5,7.22362,39
-179.5,8.23284,39
-179.5,9.24464,40
-179.5,10.25936,39
-179.5,11.27734,39
-179.5,12.29894,39
-179.5,13.32453,39
-179.5,14.35449,39
-179.5,15.38921,39
-179.5,16.4291,41
-179.5,17.47459,39
-179.5,18.52613,67
-179.5,19.58417,39
-179.5,20.64921,39
-179.5,21.72177,40
-179.5,22.80239,38
-179.5,23.89166,38
-179.5,24.99018,37
-179.5,26.09861,40
-179.5,27.21765,38
-179.5,28.34806,45
-179.5,29.49063,63
-179.5,30.64625,38
-179.5,31.81585,38
-179.5,33.00047,37
-179.5,34.20122,44
-179.5,35.41933,39
-179.5,36.65617,42
-179.5,37.91321,42
-179.5,39.19213,48
-179.5,40.49479,39
-179.5,41.82327,45
-179.5,43.17993,65
-179.5,44.56747,42
-179.5,45.98897,34
-179.5,47.448,26
-179.5,48.94875,38
-179.5,50.49615,83
-179.5,52.09608,167
-179.5,53.75572,56
-179.5,55.48388,33
-179.5,57.29166,40
-179.5,59.19334,26
-179.5,61.20787,95
-179.5,63.36129,72
-179.5,65.69124,NaN
-179.5,68.25572,NaN
-179.5,71.15352,NaN
-179.5,74.58264,3
-179.5,79.11166,47
-178.5,-77.04822,13
-178.5,-73.09689,15
-178.5,-69.92046,102
-178.5,-67.17492,89
-178.5,-64.71517,22
-178.5,-62.46289,20
-178.5,-60.36995,20
-178.5,-58.40418,22
-178.5,-56.54284,20
-178.5,-54.7691,22
-178.5,-53.07012,19
-178.5,-51.43583,22
-178.5,-49.85814,62
-178.5,-48.33045,39
-178.5,-46.84729,81
-178.5,-45.40405,96
-178.5,-43.99682,343
-178.5,-42.62225,38
-178.5,-41.2774,54
-178.5,-39.95974,64
-178.5,-38.66701,93
-178.5,-37.39724,90
-178.5,-36.14864,83
-178.5,-34.91962,47
-178.5,-33.70876,43
-178.5,-32.51474,107
-178.5,-31.33638,150
-178.5,-30.17261,240
-178.5,-29.02243,134
-178.5,-27.88493,43
-178.5,-26.75926,44
-178.5,-25.64464,38
-178.5,-24.54034,43
-178.5,-23.44568,54
-178.5,-22.36001,41
-178.5,-21.28275,763
-178.5,-20.21333,857
-178.5,-19.1512,863
-178.5,-18.09588,815
-178.5,-17.04687,748
-178.5,-16.00372,712
-178.5,-14.96599,664
-178.5,-13.93326,666
-178.5,-12.90513,80
-178.5,-11.88122,609
-178.5,-10.86114,43
-178.5,-9.84453,43
-178.5,-8.83105,41
-178.5,-7.82034,41
-178.5,-6.81208,42
-178.5,-5.80593,41
-178.5,-4.80158,40
-178.5,-3.79871,39
-178.5,-2.797,39
-178.5,-1.79614,39
-178.5,-0.79584,39
-178.5,0.20423,40
-178.5,1.20435,40
-178.5,2.20485,39
-178.5,3.20602,41
-178.5,4.20816,40
-178.5,5.2116,39
-178.5,6.21665,39
-178.5,7.22362,39
-178.5,8.23284,188
-178.5,9.24464,40
-178.5,10.25936,40
-178.5,11.27734,39
-178.5,12.29894,39
-178.5,13.32453,39
-178.5,14.35449,39
-178.5,15.38921,39
-178.5,16.4291,39
-178.5,17.47459,40
-178.5,18.52613,44
-178.5,19.58417,39
-178.5,20.64921,39
-178.5,21.72177,39
-178.5,22.80239,39
-178.5,23.89166,38
-178.5,24.99018,37
-178.5,26.09861,36
-178.5,27.21765,133
-178.5,28.34806,434
-178.5,29.49063,115
-178.5,30.64625,38
-178.5,31.81585,39
-178.5,33.00047,39
-178.5,34.20122,39
-178.5,35.41933,40
-178.5,36.65617,37
-178.5,37.91321,32
-178.5,39.19213,38
-178.5,40.49479,31
-178.5,41.82327,27
-178.5,43.17993,30
-178.5,44.56747,31
-178.5,45.98897,49
-178.5,47.448,30
-178.5,48.94875,39
-178.5,50.49615,51
-178.5,52.09608,191
-178.5,53.75572,45
-178.5,55.48388,34
-178.5,57.29166,43
-178.5,59.19334,146
-178.5,61.20787,151
-178.5,63.36129,65
-178.5,65.69124,NaN
-178.5,68.25572,NaN
-178.5,71.15352,NaN
-178.5,74.58264,4
-178.5,79.11166,64
-177.5,-77.04822,57
-177.5,-73.09689,6
-177.5,-69.92046,24
-177.5,-67.17492,30
-177.5,-64.71517,27
-177.5,-62.46289,22
-177.5,-60.36995,23
-177.5,-58.40418,21
-177.5,-56.54284,20
-177.5,-54.7691,24
-177.5,-53.07012,24
-177.5,-51.43583,31
-177.5,-49.85814,37
-177.5,-48.33045,46
-177.5,-46.84729,12
-177.5,-45.40405,138
-177.5,-43.99682,355
-177.5,-42.62225,331
-177.5,-41.2774,41
-177.5,-39.95974,18
-177.5,-38.66701,44
-177.5,-37.39724,21
-177.5,-36.14864,47
-177.5,-34.91962,45
-177.5,-33.70876,44
-177.5,-32.51474,50
-177.5,-31.33638,57
-177.5,-30.17261,98
-177.5,-29.02243,236
-177.5,-27.88493,35
-177.5,-26.75926,39
-177.5,-25.64464,38
-177.5,-24.54034,40
-177.5,-23.44568,41
-177.5,-22.36001,56
-177.5,-21.28275,649
-177.5,-20.21333,655
-177.5,-19.1512,698
-177.5,-18.09588,704
-177.5,-17.04687,656
-177.5,-16.00372,40
-177.5,-14.96599,571
-177.5,-13.93326,574
-177.5,-12.90513,587
-177.5,-11.88122,56
-177.5,-10.86114,43
-177.5,-9.84453,41
-177.5,-8.83105,40
-177.5,-7.82034,40
-177.5,-6.81208,41
-177.5,-5.80593,40
-177.5,-4.80158,40
-177.5,-3.79871,39
-177.5,-2.797,39
-177.5,-1.79614,39
-177.5,-0.79584,40
-177.5,0.20423,304
-177.5,1.20435,304
-177.5,2.20485,40
-177.5,3.20602,41
-177.5,4.20816,39
-177.5,5.2116,39
-177.5,6.21665,39
-177.5,7.22362,44
-177.5,8.23284,39
-177.5,9.24464,40
-177.5,10.25936,39
-177.5,11.27734,39
-177.5,12.29894,45
-177.5,13.32453,39
-177.5,14.35449,40
-177.5,15.38921,39
-177.5,16.4291,39
-177.5,17.47459,40
-177.5,18.52613,40
-177.5,19.58417,39
-177.5,20.64921,39
-177.5,21.72177,38
-177.5,22.80239,38
-177.5,23.89166,37
-177.5,24.99018,37
-177.5,26.09861,37
-177.5,27.21765,216
-177.5,28.34806,459
-177.5,29.49063,165
-177.5,30.64625,39
-177.5,31.81585,39
-177.5,33.00047,38
-177.5,34.20122,47
-177.5,35.41933,40
-177.5,36.65617,35
-177.5,37.91321,31
-177.5,39.19213,33
-177.5,40.49479,37
-177.5,41.82327,27
-177.5,43.17993,29
-177.5,44.56747,31
-177.5,45.98897,57
-177.5,47.448,23
-177.5,48.94875,35
-177.5,50.49615,39
-177.5,52.09608,168
-177.5,53.75572,51
-177.5,55.48388,34
-177.5,57.29166,21
-177.5,59.19334,174
-177.5,61.20787,134
-177.5,63.36129,59
-177.5,65.69124,NaN
-177.5,68.25572,NaN
-177.5,71.15352,NaN
-177.5,74.58264,4
-177.5,79.11166,16
-176.5,-77.04822,6
-176.5,-73.09689,7
-176.5,-69.92046,20
-176.5,-67.17492,21
-176.5,-64.71517,23
-176.5,-62.46289,19
-176.5,-60.36995,21
-176.5,-58.40418,21
-176.5,-56.54284,19
-176.5,-54.7691,39
-176.5,-53.07012,23
-176.5,-51.43583,21
-176.5,-49.85814,29
-176.5,-48.33045,29
-176.5,-46.84729,38
-176.5,-45.40405,143
-176.5,-43.99682,NaN
-176.5,-42.62225,313
-176.5,-41.2774,40
-176.5,-39.95974,20
-176.5,-38.66701,44
-176.5,-37.39724,46
-176.5,-36.14864,48
-176.5,-34.91962,42
-176.5,-33.70876,44
-176.5,-32.51474,50
-176.5,-31.33638,44
-176.5,-30.17261,44
-176.5,-29.02243,179
-176.5,-27.88493,39
-176.5,-26.75926,39
-176.5,-25.64464,39
-176.5,-24.54034,64
-176.5,-23.44568,352
-176.5,-22.36001,64
-176.5,-21.28275,566
-176.5,-20.21333,563
-176.5,-19.1512,622
-176.5,-18.09588,42
-176.5,-17.04687,47
-176.5,-16.00372,513
-176.5,-14.96599,512
-176.5,-13.93326,537
-176.5,-12.90513,551
-176.5,-11.88122,53
-176.5,-10.86114,40
-176.5,-9.84453,40
-176.5,-8.83105,40
-176.5,-7.82034,40
-176.5,-6.81208,41
-176.5,-5.80593,42
-176.5,-4.80158,41
-176.5,-3.79871,41
-176.5,-2.797,39
-176.5,-1.79614,39
-176.5,-0.79584,429
-176.5,0.20423,640
-176.5,1.20435,568
-176.5,2.20485,40
-176.5,3.20602,40
-176.5,4.20816,86
-176.5,5.2116,40
-176.5,6.21665,39
-176.5,7.22362,88
-176.5,8.23284,39
-176.5,9.24464,39
-176.5,10.25936,40
-176.5,11.27734,39
-176.5,12.29894,39
-176.5,13.32453,39
-176.5,14.35449,39
-176.5,15.38921,39
-176.5,16.4291,39
-176.5,17.47459,40
-176.5,18.52613,40
-176.5,19.58417,39
-176.5,20.64921,40
-176.5,21.72177,38
-176.5,22.80239,40
-176.5,23.89166,39
-176.5,24.99018,37
-176.5,26.09861,39
-176.5,27.21765,242
-176.5,28.34806,239
-176.5,29.49063,38
-176.5,30.64625,38
-176.5,31.81585,39
-176.5,33.00047,39
-176.5,34.20122,43
-176.5,35.41933,38
-176.5,36.65617,35
-176.5,37.91321,33
-176.5,39.19213,41
-176.5,40.49479,30
-176.5,41.82327,26
-176.5,43.17993,30
-176.5,44.56747,25
-176.5,45.98897,40
-176.5,47.448,48
-176.5,48.94875,41
-176.5,50.49615,46
-176.5,52.09608,NaN
-176.5,53.75572,63
-176.5,55.48388,31
-176.5,57.29166,21
-176.5,59.19334,212
-176.5,61.20787,114
-176.5,63.36129,47
-176.5,65.69124,NaN
-176.5,68.25572,40
-176.5,71.15352,34
-176.5,74.58264,4
-176.5,79.11166,6
-175.5,-77.04822,39
-175.5,-73.09689,72
-175.5,-69.92046,18
-175.5,-67.17492,31
-175.5,-64.71517,24
-175.5,-62.46289,21
-175.5,-60.36995,22
-175.5,-58.40418,20
-175.5,-56.54284,24
-175.5,-54.7691,42
-175.5,-53.07012,20
-175.5,-51.43583,22
-175.5,-49.85814,39
-175.5,-48.33045,26
-175.5,-46.84729,29
-175.5,-45.40405,58
-175.5,-43.99682,242
-175.5,-42.62225,268
-175.5,-41.2774,38
-175.5,-39.95974,23
-175.5,-38.66701,61
-175.5,-37.39724,44
-175.5,-36.14864,43
-175.5,-34.91962,42
-175.5,-33.70876,42
-175.5,-32.51474,50
-175.5,-31.33638,69
-175.5,-30.17261,42
-175.5,-29.02243,39
-175.5,-27.88493,40
-175.5,-26.75926,46
-175.5,-25.64464,38
-175.5,-24.54034,39
-175.5,-23.44568,63
-175.5,-22.36001,574
-175.5,-21.28275,639
-175.5,-20.21333,582
-175.5,-19.1512,573
-175.5,-18.09588,569
-175.5,-17.04687,41
-175.5,-16.00372,543
-175.5,-14.96599,510
-175.5,-13.93326,532
-175.5,-12.90513,531
-175.5,-11.88122,42
-175.5,-10.86114,41
-175.5,-9.84453,40
-175.5,-8.83105,40
-175.5,-7.82034,41
-175.5,-6.81208,41
-175.5,-5.80593,42
-175.5,-4.80158,76
-175.5,-3.79871,454
-175.5,-2.797,40
-175.5,-1.79614,41
-175.5,-0.79584,41
-175.5,0.20423,431
-175.5,1.20435,305
-175.5,2.20485,41
-175.5,3.20602,40
-175.5,4.20816,47
-175.5,5.2116,39
-175.5,6.21665,39
-175.5,7.22362,39
-175.5,8.23284,39
-175.5,9.24464,39
-175.5,10.25936,39
-175.5,11.27734,43
-175.5,12.29894,40
-175.5,13.32453,40
-175.5,14.35449,40
-175.5,15.38921,39
-175.5,16.4291,39
-175.5,17.47459,42
-175.5,18.52613,46
-175.5,19.58417,39
-175.5,20.64921,40
-175.5,21.72177,38
-175.5,22.80239,38
-175.5,23.89166,38
-175.5,24.99018,37
-175.5,26.09861,40
-175.5,27.21765,70
-175.5,28.34806,71
-175.5,29.49063,37
-175.5,30.64625,40
-175.5,31.81585,38
-175.5,33.00047,37
-175.5,34.20122,40
-175.5,35.41933,40
-175.5,36.65617,35
-175.5,37.91321,32
-175.5,39.19213,39
-175.5,40.49479,38
-175.5,41.82327,26
-175.5,43.17993,33
-175.5,44.56747,27
-175.5,45.98897,25
-175.5,47.448,34
-175.5,48.94875,61
-175.5,50.49615,85
-175.5,52.09608,NaN
-175.5,53.75572,27
-175.5,55.48388,34
-175.5,57.29166,24
-175.5,59.19334,224
-175.5,61.20787,111
-175.5,63.36129,85
-175.5,65.69124,NaN
-175.5,68.25572,39
-175.5,71.15352,50
-175.5,74.58264,16
-175.5,79.11166,65
-174.5,-77.04822,5
-174.5,-73.09689,51
-174.5,-69.92046,6
-174.5,-67.17492,8
-174.5,-64.71517,20
-174.5,-62.46289,20
-174.5,-60.36995,20
-174.5,-58.40418,21
-174.5,-56.54284,25
-174.5,-54.7691,23
-174.5,-53.07012,27
-174.5,-51.43583,20
-174.5,-49.85814,25
-174.5,-48.33045,24
-174.5,-46.84729,28
-174.5,-45.40405,14
-174.5,-43.99682,308
-174.5,-42.62225,17
-174.5,-41.2774,46
-174.5,-39.95974,39
-174.5,-38.66701,41
-174.5,-37.39724,43
-174.5,-36.14864,43
-174.5,-34.91962,42
-174.5,-33.70876,42
-174.5,-32.51474,42
-174.5,-31.33638,42
-174.5,-30.17261,41
-174.5,-29.02243,39
-174.5,-27.88493,38
-174.5,-26.75926,40
-174.5,-25.64464,39
-174.5,-24.54034,40
-174.5,-23.44568,45
-174.5,-22.36001,555
-174.5,-21.28275,806
-174.5,-20.21333,767
-174.5,-19.1512,660
-174.5,-18.09588,649
-174.5,-17.04687,70
-174.5,-16.00372,521
-174.5,-14.96599,508
-174.5,-13.93326,42
-174.5,-12.90513,68
-174.5,-11.88122,55
-174.5,-10.86114,41
-174.5,-9.84453,41
-174.5,-8.83105,40
-174.5,-7.82034,40
-174.5,-6.81208,40
-174.5,-5.80593,42
-174.5,-4.80158,459
-174.5,-3.79871,456
-174.5,-2.797,455
-174.5,-1.79614,41
-174.5,-0.79584,40
-174.5,0.20423,80
-174.5,1.20435,41
-174.5,2.20485,40
-174.5,3.20602,41
-174.5,4.20816,39
-174.5,5.2116,39
-174.5,6.21665,39
-174.5,7.22362,39
-174.5,8.23284,39
-174.5,9.24464,39
-174.5,10.25936,39
-174.5,11.27734,39
-174.5,12.29894,40
-174.5,13.32453,39
-174.5,14.35449,39
-174.5,15.38921,39
-174.5,16.4291,39
-174.5,17.47459,52
-174.5,18.52613,41
-174.5,19.58417,39
-174.5,20.64921,39
-174.5,21.72177,40
-174.5,22.80239,38
-174.5,23.89166,38
-174.5,24.99018,73
-174.5,26.09861,327
-174.5,27.21765,229
-174.5,28.34806,41
-174.5,29.49063,36
-174.5,30.64625,38
-174.5,31.81585,38
-174.5,33.00047,38
-174.5,34.20122,40
-174.5,35.41933,39
-174.5,36.65617,35
-174.5,37.91321,34
-174.5,39.19213,34
-174.5,40.49479,29
-174.5,41.82327,26
-174.5,43.17993,27
-174.5,44.56747,31
-174.5,45.98897,26
-174.5,47.448,24
-174.5,48.94875,25
-174.5,50.49615,30
-174.5,52.09608,NaN
-174.5,53.75572,22
-174.5,55.48388,35
-174.5,57.29166,20
-174.5,59.19334,300
-174.5,61.20787,150
-174.5,63.36129,85
-174.5,65.69124,NaN
-174.5,68.25572,25
-174.5,71.15352,46
-174.5,74.58264,12
-174.5,79.11166,6
-173.5,-77.04822,9
-173.5,-73.09689,21
-173.5,-69.92046,20
-173.5,-67.17492,85
-173.5,-64.71517,20
-173.5,-62.46289,21
-173.5,-60.36995,19
-173.5,-58.40418,25
-173.5,-56.54284,27
-173.5,-54.7691,28
-173.5,-53.07012,21
-173.5,-51.43583,22
-173.5,-49.85814,24
-173.5,-48.33045,26
-173.5,-46.84729,26
-173.5,-45.40405,69
-173.5,-43.99682,25
-173.5,-42.62225,97
-173.5,-41.2774,37
-173.5,-39.95974,42
-173.5,-38.66701,42
-173.5,-37.39724,41
-173.5,-36.14864,43
-173.5,-34.91962,42
-173.5,-33.70876,43
-173.5,-32.51474,40
-173.5,-31.33638,40
-173.5,-30.17261,40
-173.5,-29.02243,40
-173.5,-27.88493,38
-173.5,-26.75926,39
-173.5,-25.64464,37
-173.5,-24.54034,39
-173.5,-23.44568,41
-173.5,-22.36001,41
-173.5,-21.28275,569
-173.5,-20.21333,570
-173.5,-19.1512,673
-173.5,-18.09588,604
-173.5,-17.04687,117
-173.5,-16.00372,512
-173.5,-14.96599,509
-173.5,-13.93326,593
-173.5,-12.90513,588
-173.5,-11.88122,43
-173.5,-10.86114,41
-173.5,-9.84453,41
-173.5,-8.83105,458
-173.5,-7.82034,94
-173.5,-6.81208,39
-173.5,-5.80593,41
-173.5,-4.80158,505
-173.5,-3.79871,456
-173.5,-2.797,454
-173.5,-1.79614,41
-173.5,-0.79584,40
-173.5,0.20423,133
-173.5,1.20435,40
-173.5,2.20485,40
-173.5,3.20602,57
-173.5,4.20816,39
-173.5,5.2116,38
-173.5,6.21665,39
-173.5,7.22362,40
-173.5,8.23284,39
-173.5,9.24464,40
-173.5,10.25936,40
-173.5,11.27734,39
-173.5,12.29894,39
-173.5,13.32453,42
-173.5,14.35449,39
-173.5,15.38921,39
-173.5,16.4291,39
-173.5,17.47459,40
-173.5,18.52613,39
-173.5,19.58417,38
-173.5,20.64921,39
-173.5,21.72177,39
-173.5,22.80239,41
-173.5,23.89166,39
-173.5,24.99018,224
-173.5,26.09861,363
-173.5,27.21765,227
-173.5,28.34806,39
-173.5,29.49063,40
-173.5,30.64625,40
-173.5,31.81585,39
-173.5,33.00047,37
-173.5,34.20122,39
-173.5,35.41933,37
-173.5,36.65617,36
-173.5,37.91321,32
-173.5,39.19213,33
-173.5,40.49479,31
-173.5,41.82327,27
-173.5,43.17993,25
-173.5,44.56747,23
-173.5,45.98897,26
-173.5,47.448,24
-173.5,48.94875,27
-173.5,50.49615,28
-173.5,52.09608,NaN
-173.5,53.75572,66
-173.5,55.48388,44
-173.5,57.29166,350
-173.5,59.19334,210
-173.5,61.20787,172
-173.5,63.36129,191
-173.5,65.69124,NaN
-173.5,68.25572,50
-173.5,71.15352,29
-173.5,74.58264,30
-173.5,79.11166,38
-172.5,-77.04822,3
-172.5,-73.09689,29
-172.5,-69.92046,22
-172.5,-67.17492,20
-172.5,-64.71517,22
-172.5,-62.46289,19
-172.5,-60.36995,21
-172.5,-58.40418,31
-172.5,-56.54284,21
-172.5,-54.7691,20
-172.5,-53.07012,21
-172.5,-51.43583,21
-172.5,-49.85814,25
-172.5,-48.33045,26
-172.5,-46.84729,27
-172.5,-45.40405,29
-172.5,-43.99682,9
-172.5,-42.62225,11
-172.5,-41.2774,38
-172.5,-39.95974,12
-172.5,-38.66701,13
-172.5,-37.39724,14
-172.5,-36.14864,15
-172.5,-34.91962,17
-172.5,-33.70876,19
-172.5,-32.51474,19
-172.5,-31.33638,20
-172.5,-30.17261,21
-172.5,-29.02243,22
-172.5,-27.88493,38
-172.5,-26.75926,37
-172.5,-25.64464,36
-172.5,-24.54034,38
-172.5,-23.44568,35
-172.5,-22.36001,38
-172.5,-21.28275,42
-172.5,-20.21333,43
-172.5,-19.1512,573
-172.5,-18.09588,45
-172.5,-17.04687,45
-172.5,-16.00372,542
-172.5,-14.96599,586
-172.5,-13.93326,622
-172.5,-12.90513,585
-172.5,-11.88122,42
-172.5,-10.86114,42
-172.5,-9.84453,456
-172.5,-8.83105,457
-172.5,-7.82034,457
-172.5,-6.81208,43
-172.5,-5.80593,44
-172.5,-4.80158,546
-172.5,-3.79871,756
-172.5,-2.797,466
-172.5,-1.79614,467
-172.5,-0.79584,52
-172.5,0.20423,53
-172.5,1.20435,52
-172.5,2.20485,54
-172.5,3.20602,54
-172.5,4.20816,38
-172.5,5.2116,38
-172.5,6.21665,38
-172.5,7.22362,39
-172.5,8.23284,39
-172.5,9.24464,39
-172.5,10.25936,39
-172.5,11.27734,55
-172.5,12.29894,39
-172.5,13.32453,56
-172.5,14.35449,39
-172.5,15.38921,39
-172.5,16.4291,54
-172.5,17.47459,53
-172.5,18.52613,39
-172.5,19.58417,38
-172.5,20.64921,39
-172.5,21.72177,39
-172.5,22.80239,38
-172.5,23.89166,39
-172.5,24.99018,230
-172.5,26.09861,229
-172.5,27.21765,39
-172.5,28.34806,39
-172.5,29.49063,31
-172.5,30.64625,39
-172.5,31.81585,30
-172.5,33.00047,37
-172.5,34.20122,39
-172.5,35.41933,28
-172.5,36.65617,36
-172.5,37.91321,33
-172.5,39.19213,30
-172.5,40.49479,34
-172.5,41.82327,28
-172.5,43.17993,24
-172.5,44.56747,34
-172.5,45.98897,25
-172.5,47.448,27
-172.5,48.94875,25
-172.5,50.49615,17
-172.5,52.09608,175
-172.5,53.75572,81
-172.5,55.48388,14
-172.5,57.29166,298
-172.5,59.19334,176
-172.5,61.20787,103
-172.5,63.36129,177
-172.5,65.69124,NaN
-172.5,68.25572,49
-172.5,71.15352,35
-172.5,74.58264,28
-172.5,79.11166,4
-171.5,-77.04822,74
-171.5,-73.09689,24
-171.5,-69.92046,21
-171.5,-67.17492,19
-171.5,-64.71517,23
-171.5,-62.46289,21
-171.5,-60.36995,36
-171.5,-58.40418,38
-171.5,-56.54284,27
-171.5,-54.7691,20
-171.5,-53.07012,22
-171.5,-51.43583,21
-171.5,-49.85814,25
-171.5,-48.33045,27
-171.5,-46.84729,28
-171.5,-45.40405,33
-171.5,-43.99682,33
-171.5,-42.62225,66
-171.5,-41.2774,22
-171.5,-39.95974,35
-171.5,-38.66701,38
-171.5,-37.39724,40
-171.5,-36.14864,41
-171.5,-34.91962,40
-171.5,-33.70876,42
-171.5,-32.51474,39
-171.5,-31.33638,41
-171.5,-30.17261,40
-171.5,-29.02243,40
-171.5,-27.88493,38
-171.5,-26.75926,37
-171.5,-25.64464,36
-171.5,-24.54034,38
-171.5,-23.44568,40
-171.5,-22.36001,40
-171.5,-21.28275,44
-171.5,-20.21333,43
-171.5,-19.1512,43
-171.5,-18.09588,41
-171.5,-17.04687,44
-171.5,-16.00372,40
-171.5,-14.96599,588
-171.5,-13.93326,NaN
-171.5,-12.90513,635
-171.5,-11.88122,80
-171.5,-10.86114,81
-171.5,-9.84453,472
-171.5,-8.83105,458
-171.5,-7.82034,459
-171.5,-6.81208,40
-171.5,-5.80593,40
-171.5,-4.80158,520
-171.5,-3.79871,473
-171.5,-2.797,521
-171.5,-1.79614,468
-171.5,-0.79584,42
-171.5,0.20423,40
-171.5,1.20435,40
-171.5,2.20485,40
-171.5,3.20602,39
-171.5,4.20816,38
-171.5,5.2116,38
-171.5,6.21665,41
-171.5,7.22362,38
-171.5,8.23284,39
-171.5,9.24464,39
-171.5,10.25936,49
-171.5,11.27734,39
-171.5,12.29894,39
-171.5,13.32453,39
-171.5,14.35449,40
-171.5,15.38921,39
-171.5,16.4291,39
-171.5,17.47459,40
-171.5,18.52613,41
-171.5,19.58417,39
-171.5,20.64921,40
-171.5,21.72177,39
-171.5,22.80239,40
-171.5,23.89166,39
-171.5,24.99018,241
-171.5,26.09861,430
-171.5,27.21765,75
-171.5,28.34806,40
-171.5,29.49063,40
-171.5,30.64625,42
-171.5,31.81585,38
-171.5,33.00047,37
-171.5,34.20122,39
-171.5,35.41933,39
-171.5,36.65617,35
-171.5,37.91321,32
-171.5,39.19213,32
-171.5,40.49479,34
-171.5,41.82327,27
-171.5,43.17993,37
-171.5,44.56747,24
-171.5,45.98897,25
-171.5,47.448,23
-171.5,48.94875,26
-171.5,50.49615,28
-171.5,52.09608,137
-171.5,53.75572,100
-171.5,55.48388,27
-171.5,57.29166,226
-171.5,59.19334,92
-171.5,61.20787,59
-171.5,63.36129,NaN
-171.5,65.69124,NaN
-171.5,68.25572,56
-171.5,71.15352,40
-171.5,74.58264,25
-171.5,79.11166,32
-170.5,-77.04822,7
-170.5,-73.09689,21
-170.5,-69.92046,23
-170.5,-67.17492,54
-170.5,-64.71517,41
-170.5,-62.46289,41
-170.5,-60.36995,46
-170.5,-58.40418,20
-170.5,-56.54284,28
-170.5,-54.7691,20
-170.5,-53.07012,21
-170.5,-51.43583,35
-170.5,-49.85814,25
-170.5,-48.33045,26
-170.5,-46.84729,41
-170.5,-45.40405,28
-170.5,-43.99682,32
-170.5,-42.62225,85
-170.5,-41.2774,83
-170.5,-39.95974,36
-170.5,-38.66701,38
-170.5,-37.39724,40
-170.5,-36.14864,41
-170.5,-34.91962,41
-170.5,-33.70876,42
-170.5,-32.51474,39
-170.5,-31.33638,40
-170.5,-30.17261,40
-170.5,-29.02243,39
-170.5,-27.88493,38
-170.5,-26.75926,38
-170.5,-25.64464,58
-170.5,-24.54034,38
-170.5,-23.44568,40
-170.5,-22.36001,42
-170.5,-21.28275,44
-170.5,-20.21333,468
-170.5,-19.1512,452
-170.5,-18.09588,449
-170.5,-17.04687,40
-170.5,-16.00372,40
-170.5,-14.96599,621
-170.5,-13.93326,728
-170.5,-12.90513,685
-170.5,-11.88122,91
-170.5,-10.86114,92
-170.5,-9.84453,464
-170.5,-8.83105,741
-170.5,-7.82034,40
-170.5,-6.81208,40
-170.5,-5.80593,55
-170.5,-4.80158,482
-170.5,-3.79871,469
-170.5,-2.797,468
-170.5,-1.79614,41
-170.5,-0.79584,41
-170.5,0.20423,60
-170.5,1.20435,41
-170.5,2.20485,40
-170.5,3.20602,39
-170.5,4.20816,38
-170.5,5.2116,39
-170.5,6.21665,38
-170.5,7.22362,38
-170.5,8.23284,38
-170.5,9.24464,54
-170.5,10.25936,47
-170.5,11.27734,40
-170.5,12.29894,40
-170.5,13.32453,40
-170.5,14.35449,40
-170.5,15.38921,55
-170.5,16.4291,208
-170.5,17.47459,116
-170.5,18.52613,40
-170.5,19.58417,76
-170.5,20.64921,114
-170.5,21.72177,39
-170.5,22.80239,41
-170.5,23.89166,40
-170.5,24.99018,103
-170.5,26.09861,320
-170.5,27.21765,45
-170.5,28.34806,40
-170.5,29.49063,54
-170.5,30.64625,64
-170.5,31.81585,38
-170.5,33.00047,37
-170.5,34.20122,40
-170.5,35.41933,38
-170.5,36.65617,35
-170.5,37.91321,37
-170.5,39.19213,31
-170.5,40.49479,33
-170.5,41.82327,27
-170.5,43.17993,39
-170.5,44.56747,30
-170.5,45.98897,39
-170.5,47.448,24
